Area, RTSID, location_center_lat, location_center_lon, change_vol_year, change_area_year, dem_avg_slope, dem_aspect, dem_elevation, location
Banks, 64, 71.9568175461, -120.5060126409, 970.1511218477, 380.595867707, 8.4625062943, 307.834800878, 13.6850910187, hillslope, 
Banks, 65, 71.9557725273, -120.5102830417, 2378.5664164012, 1508.4592317654, 6.5782980919, 334.1387446823, 17.4435787201, hillslope, 
Banks, 66, 71.9164351558, -120.5433849415, 3202.5553311635, 914.3583651009, 8.3346662521, 156.6733738407, 75.2108154297, hillslope, 
Banks, 67, 71.9175370833, -120.5729358496, 1197.1964894936, 673.0048880184, 7.298017025, 149.4503588753, 135.666305542, hillslope, 
Banks, 68, 71.9066951786, -120.6250155349, 17032.9578709217, 6061.6854051865, 6.1146936417, 0.3753897889, 216.7563171387, hillslope, 
Banks, 69, 71.9057469464, -120.6155554893, 4021.5189403989, 2227.878249992, 4.8209748268, 349.5180475427, 216.6022796631, hillslope, 
Banks, 70, 71.9039388027, -120.6194107135, 1986.3778165494, 956.1310822882, 4.2008805275, 6.8124312081, 227.779586792, hillslope, 
Banks, 71, 71.9009141175, -120.6361499975, 23846.7713098074, 7570.1446369519, 4.8775992393, 3.3912305295, 254.7490844727, hillslope, 
Banks, 72, 71.9017886066, -120.6458069925, 4045.0110654305, 2260.3681411377, 5.8433599472, 14.2311201773, 255.2737426758, hillslope, 
Banks, 73, 71.9572562566, -120.4994889828, 5449.5484671424, 1889.0550994724, 6.5588936806, 127.0900078197, 16.7032527924, hillslope, 
Banks, 74, 71.9702559728, -120.4970771495, 2654.3827622922, 900.4341260384, 8.1085863113, 180.9895922187, 24.1280269623, hillslope, 
Banks, 75, 71.9700975026, -120.490624929, 8798.0689577164, 2483.1559661369, 6.9077663422, 165.8203479931, 20.8238201141, hillslope, 
Banks, 76, 71.9783170258, -120.4705088429, 3901.3671414847, 2640.9640088446, 3.8402338028000003, 282.9204784429, 21.1233291626, hillslope, 
Banks, 77, 71.9901065757, -120.450827409, 5076.1068710471, 2998.3528114475, 9.1423778534, 103.1606747731, 52.1746673584, hillslope, 
Banks, 79, 71.992908106, -120.4248691396, 4961.9282240508, 1559.5147749944, 8.9964122772, 270.6688481935, 45.6063308716, hillslope, 
Banks, 80, 71.9917733737, -120.4228830346, 4094.3173853341, 1629.1359703066, 7.0681095123, 228.1553154126, 51.1293296814, hillslope, 
Banks, 81, 71.9979520916, -120.4174163308, 128776.4822248389, 19609.9700129502, 6.8193011284, 228.0645274208, 83.2556915283, hillslope, 
Banks, 82, 71.9984243783, -120.4239217996, 26357.9443112437, 12838.1484155787, 6.8622188568, 202.1177960848, 72.2487640381, hillslope, 
Banks, 83, 71.9895895421, -120.3851384068, 36567.1101851064, 6887.8569228918, 7.7946505547000005, 124.6757441855, 32.084980011, hillslope, 
Banks, 84, 71.9908290338, -120.3815793845, 3452.8209678539, 1406.3481453074, 6.8715939522, 179.0653422083, 33.5320930481, hillslope, 
Banks, 85, 71.9917264619, -120.3735833255, 67030.211145996, 8354.5434374699, 8.497092247, 151.4295646361, 23.5540676117, hillslope, 
Banks, 86, 71.9930840168, -120.3686511698, 34944.9263173959, 5091.6300838358, 12.7187023163, 143.8744133697, 25.3706302643, hillslope, 
Banks, 87, 71.994323016, -120.3642673199, 4368.3582770748, 2111.8429244716, 7.8329281807, 138.935471903, 23.6117630005, hillslope, 
Banks, 88, 71.8833383399, -120.4752653393, 2841.3177768997, 1151.0704291625, 9.2829723358, 352.8838823154, 55.1346130371, hillslope, 
Banks, 89, 71.8704196996, -120.4802054291, 1061.7167128563, 575.5352145813, 8.628528595, 37.0924038391, 100.9206695557, hillslope, 
Banks, 90, 71.8633797312, -120.4711212658, 9793.8857289998, 2951.9386812394, 6.3476085663, 122.5592935436, 95.9289627075, hillslope, 
Banks, 91, 71.8578585297, -120.4768339412, 4810.954059318, 2200.0297718671, 6.7411618233, 107.2121290865, 111.0983657837, hillslope, 
Banks, 92, 71.8555527587, -120.4781924318, 12108.9394833401, 3643.509221341, 6.8852672577, 113.4379033485, 105.0231170654, hillslope, 
Banks, 93, 71.8530853174, -120.4588854491, 5014.8238733757, 1499.1764057238, 5.9553179741, 207.6199484161, 63.3617019653, hillslope, 
Banks, 94, 71.8361276647, -120.4552581549, 16355.9367541086, 4511.4534562337, 4.6143527031, 241.1881533911, 81.6256637573, hillslope, 
Banks, 95, 71.8333205132, -120.454744869, 3003.3837827618, 1615.2117312442, 3.3840410709, 227.3298572441, 79.8735961914, hillslope, 
Banks, 96, 71.8328184599, -120.4924227004, 15204.4280762923, 5022.0088885236, 5.3823776245, 90.029368036, 124.7685699463, hillslope, 
Banks, 97, 71.8290002875, -120.4938388913, 8191.0494584268, 3272.1961796757, 4.6947059631, 67.1344463126, 134.4931488037, hillslope, 
Banks, 98, 71.8409020484, -120.4925930455, 4328.7102478602, 2627.0397697822, 6.9547867775, 122.8075759499, 137.1086730957, hillslope, 
Banks, 100, 71.8104384705, -120.4847417054, 12643.0804907421, 4112.2919364435, 5.0629453659, 160.6646841079, 96.955696106, hillslope, 
Banks, 102, 71.8172448363, -120.4625929155, 5573.2807581775, 2617.7569437406, 3.5940220356, 149.8109882288, 84.7831268311, hillslope, 
Banks, 103, 71.8202941348, -120.4757099996, 15664.8821193589, 8628.3868056981, 4.1481947899, 162.0968209875, 110.9905548096, hillslope, 
Banks, 104, 71.8271288988, -120.4680281282, 75252.6337843686, 9570.5936489238, 6.4092402458, 16.5909325636, 88.382232666, hillslope, 
Banks, 105, 71.826327555, -120.4615360273, 99448.2904529079, 15678.6931843185, 6.2545742989, 36.9398960212, 82.967010498, hillslope, 
Banks, 106, 71.8279249487, -120.4592966483, 13769.6507981816, 5718.2208416461, 8.1773834229, 33.0161554058, 64.8630371094, hillslope, 
Banks, 107, 71.8347115981, -120.5009817704, 2303.726428923, 1740.5298828062, 4.0680570602, 57.1157686914, 146.2990570068, hillslope, 
Banks, 108, 71.8181563667, -120.5232948884, 2015.8814128123, 1155.7118421833, 7.117559433, 358.9544326411, 224.1549377441, hillslope, 
Banks, 109, 71.8613099682, -120.5180042928, 16428.4068135485, 5681.0895374795, 6.2718806267, 24.3500366171, 210.1075897217, hillslope, 
Banks, 110, 71.8601908061, -120.5259042673, 2816.7748784819, 1554.8733619736, 5.4295139313, 356.9687506465, 213.2698059082, hillslope, 
Banks, 111, 71.8597946741, -120.5309048386, 5993.8532530615, 2747.7165083234, 8.2854728699, 354.0623516538, 213.3837585449, hillslope, 
Banks, 112, 71.8591529183, -120.5346212804, 5384.1238076686, 2473.8731400953, 6.5028262138, 355.6051801809, 219.0370178223, hillslope, 
Banks, 113, 71.8549874843, -120.5626300831, 31205.2383058761, 6214.8520348734, 7.8152513504000005, 353.8342866249, 266.9703063965, hillslope, 
Banks, 114, 71.8561651607, -120.5579761455, 21488.9897281723, 4321.1555223803, 7.9445824623, 353.6144398756, 256.8233337402, hillslope, 
Banks, 115, 71.857328339, -120.5512330547, 38674.5594773742, 9087.8866947589, 7.4503412247, 5.7862036062, 245.9661560059, hillslope, 
Banks, 116, 71.8490655079, -120.5584602621, 4334.8611328722, 2209.3125979087, 5.0265731812, 39.7467531855, 268.0770568848, hillslope, 
Banks, 117, 71.8657628216, -120.5879006651, 24776.2505282651, 7649.0486583058, 4.7738103867, 53.415722721, 306.4824829102, hillslope, 
Banks, 118, 71.8686524257, -120.5990918476, 2331.7502631673, 1174.2774942666, 3.5225641727, 65.7882095067, 323.6289672852, hillslope, 
Banks, 119, 71.8653057839, -120.6112277214, 8579.642762075, 3573.8880260288, 3.8992080688, 61.5590814575, 336.1297912598, hillslope, 
Banks, 121, 71.8772643391, -120.605277181, 11584.7666143744, 3262.9133536341, 8.8686494827, 314.7757481948, 288.4690551758, hillslope, 
Banks, 122, 71.8819078747, -120.5970532183, 1489.2326655844, 909.7169520801, 7.3867778778, 348.8319803174, 262.9913024902, hillslope, 
Banks, 123, 71.8851290163, -120.5800384843, 48476.2382844467, 8089.9828952833, 9.9477825165, 341.6407429173, 239.9468383789, hillslope, 
Banks, 124, 71.8867849666, -120.5750055658, 5693.036275102, 2097.9186854091, 7.1237311363, 328.5780844078, 230.5389099121, hillslope, 
Banks, 125, 71.8917826864, -120.5633017443, 5115.8580530032, 1267.1057546829, 11.0538320541, 329.0028319101, 204.6033935547, hillslope, 
Banks, 126, 71.8935704892, -120.5571797656, 6798.3444937167, 1991.1661859303, 9.8865385056, 359.484371154, 181.8535461426, hillslope, 
Banks, 127, 71.894648624, -120.5506173893, 7006.6257075332, 3643.509221341, 4.4028110504, 14.2295506891, 166.8059234619, hillslope, 
Banks, 128, 71.8899822694, -120.5436140962, 4628.5111730867, 2701.3023781153, 3.7494530678, 76.5794255289, 185.1493225098, hillslope, 
Banks, 129, 71.8831256924, -120.5218955207, 5466.9967130814, 2028.2974900969, 6.9780182838, 78.9324478992, 163.3461456299, hillslope, 
Banks, 130, 71.8724728582, -120.537231457, 1629.1231514627, 1397.0653192658, 3.3487188816, 122.347801457, 227.1853790283, hillslope, 
Banks, 131, 71.8993969275, -120.5441944846, 3678.443120695, 1735.8884697854, 6.0308542252, 354.9098732856, 137.6176605225, hillslope, 
Banks, 132, 71.8858665557, -120.6294943198, 7448.5623639428, 5857.4632322706, 3.462397337, 90.6673129035, 320.3490905762, hillslope, 
Banks, 133, 71.8943461788, -120.6319166988, 5190.8744235247, 3105.1053109263, 4.0386795998, 0.3555688581, 285.9218444824, hillslope, 
Banks, 134, 71.8931520383, -120.6327738314, 1444.7791102763, 1120.9012445272, 3.6434702873, 328.5924731316, 293.0928039551, hillslope, 
Banks, 135, 71.89125189, -120.6203579233, 568.2484454332, 394.5201067694, 5.5634431839000005, 15.7966464698, 287.9579467773, hillslope, 
Banks, 136, 71.8590049302, -120.6467308376, 2319.6386511321, 1113.939124996, 4.1424131393, 252.9882121694, 363.4244384766, hillslope, 
Banks, 137, 71.8513161192, -120.616036928, 4749.8420267808, 1643.0602093691, 7.9193882942, 293.6605781364, 335.3867797852, hillslope, 
Banks, 138, 71.8505235493, -120.617101097, 1324.4667526859, 867.9442348927, 8.5125894547, 290.8759239158, 334.291015625, hillslope, 
Banks, 139, 71.8538750966, -120.6060383528, 1862.3550764492, 1123.2219510376, 9.8790369034, 13.2180499286, 312.6730957031, hillslope, 
Banks, 140, 71.8544420652, -120.6006788686, 1225.7661869407, 501.2726062482, 9.6154623032, 15.8860938735, 290.0285644531, hillslope, 
Banks, 141, 71.8550734665, -120.5779661586, 5684.6610373762, 1805.5096650977, 9.867978096, 10.9180376434, 256.038848877, hillslope, 
Banks, 142, 71.8333704747, -120.5877602606, 2662.6602917441, 2631.681182803, 4.0434765816, 17.2549461255, 331.9932250977, hillslope, 
Banks, 143, 71.8183675423, -120.5974739561, 7340.2438408325, 3921.99400259, 3.5028586388000003, 44.982312006, 356.5579223633, hillslope, 
Banks, 144, 71.8189904853, -120.5906447522, 6207.2261683508, 3058.6911807181, 4.0686717033, 42.0850828568, 344.902557373, hillslope, 
Banks, 145, 71.8189772802, -120.5875186419, 4400.5970853117, 2905.5245510312, 4.0650219917, 32.085149133, 339.5835266113, hillslope, 
Banks, 146, 71.8191698669, -120.5779398736, 65781.6844089002, 12374.0071134971, 5.2201452255, 37.3309307269, 325.7029724121, hillslope, 
Banks, 147, 71.8122363821, -120.5730729471, 3333.9517040145, 2543.4943354075, 3.9042892456000002, 110.9284338901, 302.8692016602, hillslope, 
Banks, 148, 71.8081686704, -120.5747911997, 14155.3088521502, 4715.6756291497, 3.8323349953, 121.3531934348, 295.6304626465, hillslope, 
Banks, 149, 71.8301385474, -120.6163947606, 9734.953891446, 5045.2159536277, 3.8093175888, 354.0707254622, 359.1140136719, hillslope, 
Banks, 150, 71.8357164846, -120.6554737902, 1885.1591624259, 1044.3179296837, 7.3241505623, 346.0767709049, 374.6814575195, hillslope, 
Banks, 151, 71.8372939076, -120.6491756261, 567.411750282, 324.8989114572, 8.4355916977, 325.500988683, 374.5072631836, hillslope, 
Banks, 152, 71.8011140719, -120.7210870098, 6640.2707255809, 3606.3779171745, 4.0427651405, 181.781021538, 260.762298584, hillslope, 
Banks, 153, 71.8687170619, -120.7011330584, 1551.2162378652, 849.3785828094, 3.3501977921, 181.1915683818, 348.8383789062, hillslope, 
Banks, 154, 71.8695574104, -120.6999362856, 936.5026701374, 617.3079317686, 2.4556303024, 336.0774470393, 349.3281860352, hillslope, 
Banks, 155, 71.8699777404, -120.697401685, 1200.0928045906, 1123.2219510376, 2.8007953167, 306.9292862946, 350.2153930664, hillslope, 
Banks, 156, 71.8652484108, -120.7058486685, 15275.6622150378, 5209.9861158666, 4.4687385559, 7.629759495, 351.0007019043, hillslope, 
Banks, 157, 71.8902259805, -120.6963723061, 3946.4015772174, 2200.0297718671, 4.6555762291, 257.8039105573, 331.2001647949, hillslope, 
Banks, 158, 71.8915245741, -120.6528109659, 2954.0180252074, 1603.6081986921, 5.2731976509, 329.5593876546, 311.6821899414, hillslope, 
Banks, 159, 71.8939255324, -120.6529411912, 8396.1890993753, 4144.7818275892, 4.6764583588, 334.9341039018, 297.8577270508, hillslope, 
Banks, 160, 71.8988223275, -120.675246463, 2939.1187041371, 1336.7269499952, 4.6029582024, 42.7662655409, 307.2062072754, hillslope, 
Banks, 161, 71.8992842614, -120.6517542196, 10839.5213791832, 4650.6958468582, 5.3151407242, 21.2143513993, 274.2341003418, hillslope, 
Banks, 162, 71.8094926016, -120.9467916799, 6343.4680996241, 2970.5043333226, 4.4804296493999995, 119.6782595072, 265.7638549805, hillslope, 
Banks, 163, 71.8093463842, -120.9424805526, 5344.7776055709, 3541.3981348831, 5.6179232597, 156.2444523467, 255.6398010254, hillslope, 
Banks, 164, 71.8022705167, -120.9207997291, 2401.1937652229, 1480.6107536405, 3.2096898556, 238.9065617984, 255.7816619873, hillslope, 
Banks, 165, 71.804665459, -120.924233999, 1017.3315011085, 603.3836927062, 4.6405186653, 352.0826626119, 253.5194091797, hillslope, 
Banks, 166, 71.8112287649, -121.4489755847, 7342.9079648804, 3105.1053109263, 6.5612468719, 255.6505406679, 211.9997711182, hillslope, 
Banks, 167, 71.8111622129, -121.4851192022, 2651.1041393391, 1359.9340150993, 5.2482514381, 20.6493686671, 208.4553527832, hillslope, 
Banks, 168, 71.8325641849, -121.505318836, 15487.1211565282, 9774.8158218398, 2.5806479454, 166.1380018277, 233.5524139404, hillslope, 
Banks, 169, 71.8132829551, -121.5138515284, 22309.3289551721, 9538.1037577781, 4.4833993912, 17.8044159669, 228.1396331787, hillslope, 
Banks, 170, 71.8261727104, -121.5183153039, 1837.2885707497, 2102.5600984299, 6.1886458397, 137.8218455443, 224.6189880371, hillslope, 
Banks, 171, 71.8197348696, -121.5684811055, 3381.1062818107, 1253.1815156205, 7.3142127991, 322.0442107456, 223.5094299316, hillslope, 
Banks, 172, 71.8190828965, -121.5609415618, 10978.556897746, 6261.2661650816, 2.8327133656, 334.5087619225, 241.5315704346, hillslope, 
Banks, 173, 71.8100777892, -121.6079397113, 1385.2633425108, 798.3230395805, 2.9339184761, 220.9590094936, 262.4501647949, hillslope, 
Banks, 174, 71.7999045684, -121.5888691569, 86426.4889566193, 15214.5518822368, 5.5212011337, 141.4937141232, 243.390335083, hillslope, 
Banks, 175, 71.8472968615, -121.6671332347, 6579.7410651639, 3959.1253067566, 2.6322519779, 325.6957112357, 264.907409668, hillslope, 
Banks, 176, 71.8224872161, -121.6932231589, 3600.1451261236, 1916.9035775973, 4.7971701622000005, 280.4346423524, 277.6149291992, hillslope, 
Banks, 177, 71.7262403429, -122.0429119951, 2279.8230527145, 1914.1187297848, 3.9434118271000003, 47.8877774786, 367.0516357422, hillslope, 
Banks, 178, 71.6999371419, -122.0263973632, 20358.0955928002, 7327.8628772653, 5.4628109932, 125.4335393586, 387.5166320801, hillslope, 
Banks, 179, 71.7259114467, -121.9744028002, 2518.380265423, 1237.8648526518, 6.5762076378, 352.8560369262, 353.0679626465, hillslope, 
Banks, 180, 71.7272089479, -121.9690261116, 1291.9350480294, 959.3800714028, 6.5914883614, 338.1403985425, 347.4012145996, hillslope, 
Banks, 181, 71.7281474349, -121.966307958, 6102.9367991126, 2593.6215960323, 5.1453433037, 308.5373949289, 350.886505127, hillslope, 
Banks, 182, 71.7310451183, -121.967636067, 1951.9108205688, 1278.2451459329, 5.4134192467, 175.7612515078, 346.0110473633, hillslope, 
Banks, 183, 71.7172938475, -121.935647001, 8648.8778906353, 4065.8778062353, 4.8192791939, 146.4615825582, 339.254486084, hillslope, 
Banks, 184, 71.7492419735, -121.9659157414, 9038.8165284143, 5037.7896927943, 3.8114840984000002, 139.4754240894, 355.4537658691, hillslope, 
Banks, 185, 71.7458456821, -121.9447504335, 7514.1325354436, 2483.1559661369, 6.292678833, 346.9177397315, 351.2193908691, hillslope, 
Banks, 186, 71.7472661244, -121.9315338446, 144810.8795925756, 29496.1797472895, 4.8835654259, 311.1405765261, 361.5717163086, hillslope, 
Banks, 187, 71.7598094149, -121.9232292295, 6979.6966450552, 3415.1517007169, 4.3948564529, 167.6119154808, 363.8707885742, hillslope, 
Banks, 188, 71.7597419897, -121.9105048223, 5655.9413736194, 2182.8565436901, 5.2613306046, 178.9324164469, 359.177154541, hillslope, 
Banks, 189, 71.7639314979, -121.9315977714, 3273.7585630389, 2578.7690743657, 2.815444231, 247.6806104737, 378.2931518555, hillslope, 
Banks, 190, 71.7630236874, -121.8822809486, 7604.5784597473, 3176.1189301448, 5.5606226921, 264.5837543057, 359.9112548828, hillslope, 
Banks, 191, 71.7479959939, -121.8809057292, 6334.6224740655, 3717.307688372, 4.879720211, 103.6781541291, 329.2461853027, hillslope, 
Banks, 192, 71.7629738372, -121.8555836732, 6720.0828451714, 3004.8507896767, 4.6095662117, 218.822864338, 349.0213012695, hillslope, 
Banks, 193, 71.7546148398, -121.857966994, 4665.9135285214, 2611.7231068135, 4.8973045349, 301.6529910813, 330.1727600098, hillslope, 
Banks, 194, 71.762785575, -121.8231862817, 13711.2810102769, 6428.357033831, 3.6723351479, 147.9413192975, 320.4074707031, hillslope, 
Banks, 195, 71.7374484453, -121.8187686242, 4983.3631193906, 2757.9276169692, 3.967079401, 201.3286096523, 283.7284545898, hillslope, 
Banks, 196, 71.7262831102, -121.8316436056, 14505.0489551072, 4130.3934472247, 4.5726733208, 317.9917547057, 271.0673217773, hillslope, 
Banks, 197, 71.7484501613, -121.7833211125, 2354.3938657166, 1373.8582541617, 4.7028231621, 110.9272643336, 283.1775512695, hillslope, 
Banks, 198, 71.7480637978, -121.7642663599, 51862.8578731335, 16008.2335087965, 4.6180849075, 175.2605316625, 273.7155456543, hillslope, 
Banks, 199, 71.7418749914, -121.752047453, 6099.6081490275, 2227.878249992, 5.9664926529, 199.2239508894, 239.362411499, hillslope, 
Banks, 200, 71.7539742031, -121.7638076964, 9238.4981959827, 5184.4583442522, 3.0550124645, 56.3439384068, 287.4466247559, hillslope, 
Banks, 201, 71.754965022, -121.7557772614, 2112.687126791, 1652.3430354107, 3.7653687, 42.5964659157, 277.1778564453, hillslope, 
Banks, 202, 71.7554610654, -121.7745727673, 2990.9174570255, 2288.2166192626, 2.8218672276000003, 55.6664469271, 296.9103088379, hillslope, 
Banks, 203, 71.7017800191, -121.9177653595, 6519.5559979352, 3962.8384371732, 3.2191414833, 143.0210499282, 330.2951660156, hillslope, 
Banks, 204, 71.7202182735, -121.921739928, 1292.8655402906, 840.0957567678, 3.9832148552, 182.0442249301, 330.8833618164, hillslope, 
Banks, 205, 71.720304741, -121.9219395544, 1599.4386891021, 1175.2057768708, 4.051782608, 184.4641637353, 331.4454956055, hillslope, 
Banks, 206, 71.7150459662, -121.8900782728, 875.5940535315, 698.5326596329, 3.4227204323000002, 216.7642137735, 323.2489318848, hillslope, 
Banks, 207, 71.7162624548, -121.8913391332, 885.1190778191, 547.6867364564, 2.9986152649, 207.8228001058, 323.7561645508, hillslope, 
Banks, 208, 71.7164763073, -121.9023707513, 937.9436215125, 761.1917354139, 6.7814617157, 153.0563774996, 329.1902770996, hillslope, 
Banks, 209, 71.7153349382, -121.9048692625, 1213.5549986923, 1109.2977119752, 4.7114267349, 113.0399255499, 330.0763244629, hillslope, 
Banks, 210, 71.702109737, -121.8700439948, 4269.3872939214, 1222.084048381, 9.7443218231, 10.4028937551, 285.0922241211, hillslope, 
Banks, 211, 71.7735356132, -121.7786491491, 2065.5190219274, 1930.8278166597, 3.7853593826000003, 195.2359375481, 306.024230957, hillslope, 
Banks, 212, 71.7678889081, -121.7677722204, 2055.9359091547, 1596.6460791609, 3.889503479, 37.3352833429, 289.1765136719, hillslope, 
Banks, 213, 71.7588526491, -121.7789515211, 43566.5122704625, 16203.1728556708, 3.7969019413, 31.4731128123, 299.0029602051, hillslope, 
Banks, 214, 71.7592191515, -121.7906472825, 36573.7916799593, 13251.2341744314, 3.5423445702, 23.7050178225, 303.7269897461, hillslope, 
Banks, 215, 71.7618922506, -121.7470694982, 31678.2770188129, 10457.1035358998, 3.9485781193, 158.9695898817, 275.3635559082, hillslope, 
Banks, 216, 71.7554366875, -121.7497871969, 2263.9769644087, 1341.368363016, 6.3516206741, 7.5008480032, 267.6926269531, hillslope, 
Banks, 217, 71.767248368, -121.7487215864, 2619.6190047627, 1220.6916244748, 5.960287571, 9.6361337183, 272.6110534668, hillslope, 
Banks, 218, 71.7656607937, -121.7314293595, 6407.8617562112, 4205.1201968598, 2.8090384007, 219.5903394781, 279.8340148926, hillslope, 
Banks, 219, 71.7628052509, -121.7273228343, 9708.600543788, 4687.8271510248, 4.7067813873, 196.5997750017, 270.8121032715, hillslope, 
Banks, 220, 71.7533346566, -121.7156528764, 7530.3106813833, 2599.1912916573, 5.5607266426, 205.4586735887, 231.2652740479, hillslope, 
Banks, 221, 71.7564479146, -121.7187649058, 2671.9455257454, 1638.4187963483, 3.0827674866, 136.7796458688, 245.8447723389, hillslope, 
Banks, 222, 71.7557254425, -121.7151851713, 2804.3364921596, 1643.0602093691, 3.1254754066, 75.205060247, 244.5875244141, hillslope, 
Banks, 223, 71.7235441235, -121.7358328881, 10999.2506903911, 3508.9082437374, 4.7932581901999995, 345.0716489269, 220.9809417725, hillslope, 
Banks, 224, 71.7536523616, -121.7027069808, 1475.9580090449, 960.772495309, 5.6068024635, 38.7690453896, 228.7706298828, hillslope, 
Banks, 225, 71.7793326666, -121.6484803124, 19814.451466461, 4929.1806281072, 9.3664178848, 14.9526375347, 239.4774475098, hillslope, 
Banks, 226, 71.7530979895, -121.6760449998, 164370.5560965348, 24831.5596613689, 6.3353114128, 165.0434960984, 221.3809509277, hillslope, 
Banks, 227, 71.7483812901, -121.6145517246, 8922.6076031686, 3244.3477015508, 7.4025101662, 223.9752746451, 209.1739959717, hillslope, 
Banks, 228, 71.7496718768, -121.6168364972, 2104.3764082189, 928.2826041633, 9.8575592041, 231.6548369, 210.55809021, hillslope, 
Banks, 229, 71.7223548855, -121.590967998, 4263.068737014, 1554.8733619736, 9.0317983627, 346.1977299338, 195.7060394287, hillslope, 
Banks, 230, 71.789041461, -121.5640122419, 5570.806898352, 2190.7469458254, 5.8966889381000005, 343.2783437857, 241.5917358398, hillslope, 
Banks, 231, 71.7861752828, -121.5677134248, 2465.5437952471, 1373.8582541617, 4.7149276733, 123.5027256276, 247.93409729, hillslope, 
Banks, 232, 71.7856597321, -121.5240827173, 10847.2514253713, 5569.6956249799, 3.5314481258, 159.3731670765, 245.6341705322, hillslope, 
Banks, 233, 71.7672148742, -121.5088351934, 849.3617979143, 696.2119531225, 5.1463289261, 45.7455835854, 212.5780944824, hillslope, 
Banks, 234, 71.7403381877, -121.5722659855, 1565.1231254538, 835.454343747, 5.2293214798, 212.6510520924, 208.9465637207, hillslope, 
Banks, 235, 71.7754560273, -121.4762738959, 7018.2954589753, 5240.1553005019, 4.3988628387, 304.7693010373, 213.0617828369, hillslope, 
Banks, 236, 71.7811320648, -121.4460056949, 7954.0649054034, 3494.9840046749, 3.8016469479, 110.6851200255, 221.3905639648, hillslope, 
Banks, 237, 71.7712593656, -121.4318219855, 3097.4317809673, 1698.7571656189, 3.7334630489, 38.1543062702, 216.0305633545, hillslope, 
Banks, 238, 71.774286957, -121.4090778348, 3592.1116770214, 1592.0046661401, 6.3403911591, 305.758035335, 210.5276489258, hillslope, 
Banks, 239, 71.77665777, -121.4062461568, 3622.1033100447, 1768.3783609311, 6.4978833199, 260.2007160047, 210.9011230469, hillslope, 
Banks, 240, 71.7829923174, -121.4201464101, 1989.6872029574, 826.1715177054, 8.009976387, 164.5803925983, 209.1016082764, hillslope, 
Banks, 241, 71.7514779002, -121.438713802, 1945.695055209, 993.2623864548, 5.0149469376, 356.3892778976, 188.3569793701, hillslope, 
Banks, 242, 71.7495889841, -121.4164982077, 3494.0531866309, 1494.5349927029, 5.2826504707, 326.4459251976, 192.2211761475, hillslope, 
Banks, 243, 71.7168438961, -121.3987458037, 4647.1659904988, 1550.2319489527, 4.6490564346, 214.1802489583, 198.4368286133, hillslope, 
Banks, 244, 71.7036919827, -121.3785524209, 8398.9535078598, 2469.2317270744, 4.7628269196, 277.909710226, 216.5016784668, hillslope, 
Banks, 246, 71.7040348005, -121.285762069, 1931.6468062253, 993.2623864548, 4.7368140221, 29.005081759, 281.905090332, hillslope, 
Banks, 247, 71.7383142505, -121.172199566, 5760.3134633533, 3253.6305275924, 4.5593771935, 0.5533206019, 252.637008667, hillslope, 
Banks, 280, 71.7810795423, -121.0906117533, 2229.3805335155, 1290.312819787, 4.1767635345, 182.8201592672, 235.7638549805, hillslope, 
Banks, 281, 71.7848611294, -121.0394921733, 9696.6756902693, 4854.9180197742, 4.4527697563, 147.9751236693, 268.1089782715, hillslope, 
Banks, 282, 71.788187769, -121.0239067322, 4244.1586758805, 2223.2368369712, 5.1574273109, 156.6355396119, 260.7730407715, hillslope, 
Banks, 283, 71.7619383404, -121.013613569, 4089.5422420256, 1944.7520557222, 4.2210993767, 261.9153970195, 279.9003295898, hillslope, 
Banks, 284, 71.77260902, -120.9736432451, 13420.3039610676, 4632.130194775, 3.4600811005, 203.5220684768, 286.0196228027, hillslope, 
Banks, 285, 71.7938988732, -120.9501139147, 4819.7585512602, 1805.5096650977, 7.5198945999, 246.2768569025, 255.8707885742, hillslope, 
Banks, 286, 71.7970428713, -120.9408379546, 4148.688387987, 1420.2723843699, 5.5818829536, 296.7519215691, 256.9185180664, hillslope, 
Banks, 287, 71.7859053502, -120.8660926097, 1474.6892976061, 988.6209734339, 4.0637145042, 249.0830157719, 282.7683105469, hillslope, 
Banks, 288, 71.7560814868, -120.8627362643, 16926.0372392025, 5235.5138874811, 5.9141712189, 206.1512586838, 293.1444396973, hillslope, 
Banks, 289, 71.7515299104, -120.8520070618, 10428.4512241905, 4321.1555223803, 5.8907198906, 204.3797332441, 292.7265014648, hillslope, 
Banks, 290, 71.7494085475, -120.8427210062, 17031.8922779604, 4831.7109546701, 5.8680858612, 203.004108985, 294.9403686523, hillslope, 
Banks, 291, 71.7444070097, -120.8108645721, 2861.3554890719, 2371.7620536373, 3.3578794003, 304.3543981817, 329.9261474609, hillslope, 
Banks, 292, 71.7043528217, -120.8207516012, 1336.3381353363, 798.3230395805, 3.0662384033, 358.5709823856, 279.9769592285, hillslope, 
Banks, 293, 71.7981156375, -120.6908938904, 4550.0167881603, 3244.3477015508, 4.7766189575, 204.4861291329, 271.5782470703, hillslope, 
Banks, 294, 71.7514795545, -120.68471588, 6960.6553501215, 2483.1559661369, 7.3336753845, 286.4016380525, 334.6866455078, hillslope, 
Banks, 295, 71.750118642, -120.6856167159, 1007.0302497855, 589.4594536437, 6.4319791794, 319.0093396459, 338.2567138672, hillslope, 
